User name,AWS access key,Event time,Event source,Event name,AWS region,Source IP address,User agent,Error code,Resources,Request ID,Event ID,Read-only,Event type,Recipient Account Id,Event category,,
Daniel,,2020-12-29T06:42:29Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,effe613c-a0a0-4365-8521-52a5b066b5bd,false,AwsConsoleSignIn,182640989777,Management,,
Daniel,,2020-12-28T16:18:31Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,5de21cd1-2dd0-4371-ab13-520bf88610ef,false,AwsConsoleSignIn,182640989777,Management,,
Daniel,,2020-12-27T07:11:28Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,db621ef3-c0f0-4927-a885-b719a64dbf28,false,AwsConsoleSignIn,182640989777,Management,,
Daniel,,2020-12-25T14:19:01Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,9bdf21ea-b681-4e93-9967-dcd354822fef,false,AwsConsoleSignIn,182640989777,Management,,
Daniel,,2020-12-20T20:17:28Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,b200d3d0-8918-49b0-8ef0-214f1375a3ee,false,AwsConsoleSignIn,182640989777,Management,,
Daniel,,2020-12-20T07:16:06Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,2a1b7708-1231-4955-b356-f15020f4466a,false,AwsConsoleSignIn,182640989777,Management,,
Daniel,,2020-12-19T17:10:47Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,2af289a1-35c8-4a19-a44e-08823a82e1f3,false,AwsConsoleSignIn,182640989777,Management,,
Daniel,,2020-12-19T02:09:41Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_1_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,a32bc4b0-4e13-4b85-ab56-b42aa211cabc,false,AwsConsoleSignIn,182640989777,Management,,
Daniel,,2020-12-17T04:50:54Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_0_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,2b8c93dd-a773-4513-8f45-1cbcf7182b68,false,AwsConsoleSignIn,182640989777,Management,,
Daniel,,2020-12-16T15:45:41Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.48.24.188,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_0_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,d32e6503-c966-4c2f-9071-cc02f6d75647,,AwsConsoleSignIn,182640989777,,,
Daniel,,2020-12-15T21:32:19Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_0_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,0921f0d5-e41b-42ef-adf7-12e1494d1d08,,AwsConsoleSignIn,182640989777,,,
Daniel,,2020-12-14T14:49:28Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.48.24.254,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_0_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,000468de-4cf1-49d5-bc80-907e17403ac2,,AwsConsoleSignIn,182640989777,,,
Daniel,,2020-12-13T20:08:35Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_0_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,b67c2114-7008-429d-8784-ba6c5ef4e756,,AwsConsoleSignIn,182640989777,,,
Daniel,,2020-12-13T05:20:54Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_0_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,7e830760-074a-46a3-b14c-d55a89ef1230,,AwsConsoleSignIn,182640989777,,,
Daniel,,2020-12-12T15:01:52Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 11_0_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/87.0.4280.88 Safari/537.36",,[],,fbbea144-f863-4dc2-8bcc-b7e351542115,,AwsConsoleSignIn,182640989777,,,
HIDDEN_DUE_TO_SECURITY_REASONS,,2020-12-09T14:32:17Z,signin.amazonaws.com,ConsoleLogin,us-east-1,37.77.113.116,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",,[],,189b8e2e-ac05-430e-bde8-3d47d0f58a8f,,AwsConsoleSignIn,182640989777,,,
HIDDEN_DUE_TO_SECURITY_REASONS,,2020-12-09T14:32:06Z,signin.amazonaws.com,ConsoleLogin,us-east-1,37.77.113.116,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.198 Safari/537.36",,[],,664c668a-e52f-44f8-a7a6-bcbf9733a0e6,,AwsConsoleSignIn,182640989777,,,
root,,2020-10-24T20:21:18Z,signin.amazonaws.com,ConsoleLogin,us-east-1,93.44.192.68,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/86.0.4240.111 Safari/537.36",,[],,812e3704-5097-4967-84f6-62f3d8bbceef,,AwsConsoleSignIn,182640989777,,,
